"pieces","location_id","location_name","item_id","item_code","item_name","company_id","company_name","item_group_id","item_group_name","shopify product id","shopify product variant id","shopify product inventory id","is_bom","is_allocated"
1,1,Finish Goods,65364,LJ-PD0049,LJ-PD0049,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65345,LJ-PE0055,LJ-PE0055,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65367,LJ-PD0052,LJ-PD0052,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65372,LJ-N00007,Round Diamond with Pear Shape Green Gemstone Necklace,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65365,LJ-PD0033,LJ-PD0033,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65348,LJ-N00012,LJ-N00012,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65347,LJ-PD0034,LJ-PD0034,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65374,LJ-PD0043,LJ-PD0043,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65376,LJ-PD0035,LJ-PD0035,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65349,LP-282,LP-282,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65350,LP-311,LP-311,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65375,LJ-PD0030,LJ-PD0030,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65369,LJ-R00132,LJ-R00132,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65378,LJ-R00098,LJ-R00098,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65352,LJ-R00157,LJ-R00157,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65377,LJ-R00120,LJ-R00120,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65380,LJ-R00119,LJ-R00119,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65379,LJ-R00065,LJ-R00065,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65381,LR-16131,LR-16131,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65359,LR-16130,LR-16130,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65338,OJSM60096,OJSM60096,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65354,LJ-R00068,LJ-R00068,1,Divinecarat Lifestyles Private Limited,114,Cubic Zirconia,,,,1,0
1,1,Finish Goods,65414,LJ-E00385-18RGLGD,Linear Glow Diamond Hoop Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9116727050458,47226687520986,49330933661914,1,0
1,1,Finish Goods,65412,LJ-N00104-18YGLGD,Butterfly Diamond Charm Necklace,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9116729278682,47226699645146,49330945949914,1,0
1,1,Finish Goods,65413,LJ-N00086-18RGLGD,Classic Interlocking Diamond Circles Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,65957,LJ-BR0126-18RGLGD-7,Golden Interlink Diamond Bracelet,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9046293053658,46966963077338,49069861208282,1,0
1,1,Finish Goods,65958,LJ-BR0128-18YGLGD-6.5,Clover Bloom Round Diamond Bracelet,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9058439397594,47030835249370,49134158512346,1,0
1,1,Finish Goods,46475,LJ-E00299-14RGLGD,Open Circle Diamond Studs,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8996397121754,46776287658202,48877787709658,1,0
1,1,Finish Goods,46836,LJ-E00296-14YGLGD,Round Diamond Floral Swirl Earrings,4,JM Pune CoCo Store,101,Diamond Jewellery,9000672887002,46789729550554,48891182416090,1,0
1,1,Finish Goods,46836,LJ-E00296-14YGLGD,Round Diamond Floral Swirl Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9000672887002,46789729550554,48891182416090,1,0
1,1,Finish Goods,58453,LJ-PE0312-14YGLGD,Floral Mirage Diamond Stud Earrings,4,JM Pune CoCo Store,101,Diamond Jewellery,9065853190362,47052684067034,49155706487002,1,0
1,1,Finish Goods,52916,LJ-PE0255-14YGLGD,Pear & Round Diamond Floral Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9004654362842,46805736161498,48907300307162,1,0
1,1,Finish Goods,65966,LJ-PE0257-14RGLGD,Florette Round Diamond Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9007377383642,46815592448218,48917319811290,1,0
1,1,Finish Goods,65974,LJ-PE0342-18RGLGD,Classic Petale Diamond Stud Earrings,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9096278474970,47147721064666,49251316203738,1,0
1,1,Finish Goods,46840,LJ-E00306-14RGLGD,Twin Row Round Diamond Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9007375810778,46815583502554,48917310865626,1,0
1,1,Finish Goods,50514,LJ-E00312-14RGLGD,Round Diamond Pear Shape Stud Earrings,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9000672919770,46789729779930,48891182645466,1,0
1,1,Finish Goods,50514,LJ-E00312-14RGLGD,Round Diamond Pear Shape Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9000672919770,46789729779930,48891182645466,1,0
1,1,Finish Goods,50549,LJ-E00308-14RGLGD,Convex Hexagon Diamond Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9043373064410,46956766593242,49059586867418,1,0
1,1,Finish Goods,50551,LJ-E00329-14YGLGD,Round Diamond Ladder Hoop Earrings,4,JM Pune CoCo Store,101,Diamond Jewellery,9007375745242,46815583240410,48917310603482,1,0
1,1,Finish Goods,50551,LJ-E00329-14YGLGD,Round Diamond Ladder Hoop Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9007375745242,46815583240410,48917310603482,1,0
1,1,Finish Goods,65975,LJ-E00426-18YGLGD,LJ-E00426-18YGLGD,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,58449,LJ-E00435-14RGLGD,Celestial Floral Diamond Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9044728381658,46960452403418,49063283523802,1,0
1,1,Finish Goods,50550,LJ-E00331-14YGLGD,Geo Cluster Round Diamond Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9058439364826,47030834364634,49134157627610,1,0
1,1,Finish Goods,58267,LJ-E00423-14RGLGD,Luxe Octavia Cluster Diamond Stud Earrings,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9069731905754,47067079409882,49170160550106,1,0
1,1,Finish Goods,65959,LJ-E00425-14RGLGD,Rhombus Row Round Diamond Stud Earrings,4,JM Pune CoCo Store,101,Diamond Jewellery,9044728447194,46960452894938,49063284506842,1,0
1,1,Finish Goods,65959,LJ-E00425-14RGLGD,Rhombus Row Round Diamond Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9044728447194,46960452894938,49063284506842,1,0
1,1,Finish Goods,58438,LJ-E00419-14YGLGD,Rosette Diamond Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9044728512730,46960453091546,49063284703450,1,0
1,1,Finish Goods,58488,LJ-E00436-14YGLGD,"0.50 ct Pear Solitaire Cascade Hoops Earrings",4,JM Pune CoCo Store,101,Diamond Jewellery,9044728545498,46960453288154,49063284900058,1,0
1,1,Finish Goods,50524,LJ-R00644-14RGLGD-12,Glimmer Heart Round Diamond Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9048109088986,46974970593498,49077873410266,1,0
1,1,Finish Goods,50524,LJ-R00644-14RGLGD-12,Glimmer Heart Round Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9048109088986,46974970593498,49077873410266,1,0
1,1,Finish Goods,65967,LJ-N00438-18YGLGD,LJ-E00438-18YGLGD,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,50534,LJ-N00092-14YGLGD,Cluster Diamond Flower Y-Necklace,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9007375876314,46815584420058,48917311783130,1,0
1,1,Finish Goods,50539,LJ-N00091-14YGLGD,Flywheel Cluster Diamond Necklace,4,JM Pune CoCo Store,101,Diamond Jewellery,9005106102490,46808235081946,48909912670426,1,0
1,1,Finish Goods,50539,LJ-N00091-14YGLGD,Flywheel Cluster Diamond Necklace,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9005106102490,46808235081946,48909912670426,1,0
1,1,Finish Goods,66445,LJ-N00123-14RGLGD,Petaline Luxe Diamond Chain Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9142616031450,47349736603866,49454238302426,1,0
1,1,Finish Goods,50546,LJ-PD0244-14YGLGD,Half Diamond Butterfly Pendant,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9004653674714,46805725872346,48907290018010,1,0
1,1,Finish Goods,58458,LJ-PD0306-14YGLGD,Celestial Hex Diamond Pendant Necklace,4,JM Pune CoCo Store,101,Diamond Jewellery,9065853321434,47052685967578,49155708387546,1,0
1,1,Finish Goods,58458,LJ-PD0306-14YGLGD,Celestial Hex Diamond Pendant Necklace,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9065853321434,47052685967578,49155708387546,1,0
1,1,Finish Goods,58468,LJ-PD0312-14YGLGD,Floral Mirage Diamond Pendant Necklace,4,JM Pune CoCo Store,101,Diamond Jewellery,9065853354202,47052686164186,49155708584154,1,0
1,1,Finish Goods,58468,LJ-PD0312-14YGLGD,Floral Mirage Diamond Pendant Necklace,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9065853354202,47052686164186,49155708584154,1,0
1,1,Finish Goods,54100,LJ-PD0254-14YGLGD,Eclipse Bloom Pendant Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9014027124954,46841265717466,48943479521498,1,0
1,1,Finish Goods,65972,LJ-PD0313-18YGLGD,Starlight Swirl Diamond Pendant Necklace,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9044756496602,46960597729498,49063430193370,1,0
1,1,Finish Goods,58276,LJ-PD0341-14YGLGD,Eternal Oval Diamond Pendant Necklace,4,JM Pune CoCo Store,101,Diamond Jewellery,9099000512730,47152592453850,49256258502874,1,0
1,1,Finish Goods,58276,LJ-PD0341-14YGLGD,Eternal Oval Diamond Pendant Necklace,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9099000512730,47152592453850,49256258502874,1,0
1,1,Finish Goods,65970,LJ-PD0311-14YGLGD,Celestial Sparkle Diamond Pendant,4,JM Pune CoCo Store,101,Diamond Jewellery,9047744839898,46973350510810,49076249952474,1,0
1,1,Finish Goods,65970,LJ-PD0311-14YGLGD,Celestial Sparkle Diamond Pendant,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9047744839898,46973350510810,49076249952474,1,0
1,1,Finish Goods,50538,LJ-PD0249-14YGLGD,Cluster Round Diamond Triangle Pendant,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9021720363226,46863544910042,48965853642970,1,0
1,1,Finish Goods,65961,LJ-R00735-18RGLGD-10,Orbital Cluster Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9114217578714,47218548015322,49322737860826,1,0
1,1,Finish Goods,50523,LJ-R00645-14YGLGD-12,Facet Flora Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9051067089114,46987918803162,49090839675098,1,0
1,1,Finish Goods,50523,LJ-R00645-14YGLGD-12,Facet Flora Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9051067089114,46987918803162,49090839675098,1,0
1,1,Finish Goods,50521,LJ-R00632-14YGLGD-12,Twilight Heart Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9007369322714,46815542542554,48917269872858,1,0
1,1,Finish Goods,50525,LJ-R00618-14YGLGD-12,Romantic Heart & Drop Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,8996476649690,46776708956378,48878214873306,1,0
1,1,Finish Goods,50525,LJ-R00618-14YGLGD-12,Romantic Heart & Drop Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,8996476649690,46776708956378,48878214873306,1,0
1,1,Finish Goods,50522,LJ-R00622-14RGLGD-12,Heart And Halo Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,50522,LJ-R00622-14RGLGD-12,Heart And Halo Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,50529,LJ-PR0245-14YGLGD-12,Glowing Swirl Diamond Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9085758669018,47115546001626,49219005579482,1,0
1,1,Finish Goods,50529,LJ-PR0245-14YGLGD-12,Glowing Swirl Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9085758669018,47115546001626,49219005579482,1,0
1,1,Finish Goods,58102,LJ-R00721-14YGLGD-134,Mirage Hexa Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,65962,LJ-PR0305-18RGLGD-14,Fluttering Flora Diamond Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9114201260250,47218492670170,49322682515674,1,0
1,1,Finish Goods,58500,LJ-R00736-14YGLGD-12,Marquise & Round Diamond Delicate Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9059028041946,47577126142170,49682827083994,1,0
1,1,Finish Goods,46309,LJ-R00627-14YGLGD-14,Marquise & Round Diamond Anniversary Band,4,JM Pune CoCo Store,101,Diamond Jewellery,8995605184730,46772621115610,48874114220250,1,0
1,1,Finish Goods,46309,LJ-R00627-14YGLGD-14,Marquise & Round Diamond Anniversary Band,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8995605184730,46772621115610,48874114220250,1,0
1,1,Finish Goods,50532,LJ-R00624-14YGLGD-12,"0.59 ct Round Half Eternity Diamond Band",4,JM Pune CoCo Store,101,Diamond Jewellery,8999641940186,46784779911386,48886192210138,1,0
1,1,Finish Goods,50532,LJ-R00624-14YGLGD-12,"0.59 ct Round Half Eternity Diamond Band",5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8999641940186,46784779911386,48886192210138,1,0
1,1,Finish Goods,65963,LJ-R00724-14YGLGD-12,Ornate Flora Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9085067559130,47532263866586,49637200822490,1,0
1,1,Finish Goods,65963,LJ-R00724-14YGLGD-12,Ornate Flora Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9085067559130,47532263866586,49637200822490,1,0
1,1,Finish Goods,50530,LJ-R00650-14RGLGD-14,LJ-R00650-14RGLGD-14,4,JM Pune CoCo Store,101,Diamond Jewellery,9000672657626,46789726929114,48891179794650,1,0
1,1,Finish Goods,50530,LJ-R00650-14RGLGD-14,LJ-R00650-14RGLGD-14,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9000672657626,46789726929114,48891179794650,1,0
1,1,Finish Goods,65977,LJ-R00722-14YGLGD-14,Tear-Drop Embrace Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9059027910874,47529749184730,49634460303578,1,0
1,1,Finish Goods,52919,LJ-R00651-14RGLGD-12,Auretwist Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9006790181082,46812669968602,48914378359002,1,0
1,1,Finish Goods,52919,LJ-R00651-14RGLGD-12,Auretwist Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9006790181082,46812669968602,48914378359002,1,0
1,1,Finish Goods,50520,LJ-R00647-14YGLGD-12,LJ-R00647-14YGLGD-12,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9004653707482,46805726331098,48907290476762,1,0
1,1,Finish Goods,50520,LJ-R00647-14YGLGD-12,LJ-R00647-14YGLGD-12,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9004653707482,46805726331098,48907290476762,1,0
1,1,Finish Goods,65964,LJ-R00719-14RGLGD-10,Dual Star Floral Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9042950160602,46954912743642,49057659125978,1,0
1,1,Finish Goods,65973,LJ-R00718-14RGLGD-14,Floral Net Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9042947801306,46954897998042,49057644380378,1,0
1,1,Finish Goods,65973,LJ-R00718-14RGLGD-14,Floral Net Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9042947801306,46954897998042,49057644380378,1,0
1,1,Finish Goods,65978,LJ-R00720-14YGLGD-11,Shimmer Bar Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9086226694362,47529746301146,49634457157850,1,0
1,1,Finish Goods,65978,LJ-R00720-14YGLGD-11,Shimmer Bar Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9086226694362,47529746301146,49634457157850,1,0
1,1,Finish Goods,65979,LJ-R00733-18YGLGD-12,Ascending Sparkle Diamond Gap Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9059028107482,47034518962394,49137855234266,1,0
1,1,Finish Goods,65979,LJ-R00733-18YGLGD-12,Ascending Sparkle Diamond Gap Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9059028107482,47034518962394,49137855234266,1,0
1,1,Finish Goods,77334,LJ-TN0026-14YGLGD,Clustered Dew Round Diamond Mangalsutra,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9023980077274,46873211273434,48975593341146,1,0
1,1,Finish Goods,65983,LJ-NP0025-14YGLGD,Eternal Heart Round Diamond Nosepin,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9025021706458,46878657642714,48981161935066,1,0
1,1,Finish Goods,65983,LJ-NP0025-14YGLGD,Eternal Heart Round Diamond Nosepin,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9025021706458,46878657642714,48981161935066,1,0
1,1,Finish Goods,49602,LJ-NP0035-14YGLGD,Pallavi Diamond Bali Nosepin,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9027805479130,46896137961690,48998709428442,1,0
1,1,Finish Goods,65984,LJ-CH0007-14YG-18,LJ-CH0007-14YG-18,2,Chembur Mumbai CoCo Store,102,Gold Jewellery,,,,1,0
1,1,Finish Goods,65985,LJ-CH0008-14YG-18,LJ-CH0008-14YG-18,1,Divinecarat Lifestyles Private Limited,102,Gold Jewellery,,,,1,0
1,1,Finish Goods,65986,LJ-CH0009-14YG-20,LJ-CH0009-14YG-20,2,Chembur Mumbai CoCo Store,102,Gold Jewellery,,,,1,0
1,1,Finish Goods,65988,LJ-CH0011-14YG-18,LJ-CH0011-14YG-18,2,Chembur Mumbai CoCo Store,102,Gold Jewellery,,,,1,0
1,1,Finish Goods,65989,LJ-CH0012-14YG-18,LJ-CH0012-14YG-18,2,Chembur Mumbai CoCo Store,102,Gold Jewellery,,,,1,0
1,1,Finish Goods,65990,LJ-SBR0182-14RGLGD-2.3,LJ-SBR0182-14RGLGD-2.3,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,,,,1,0
1,1,Finish Goods,65991,LJ-PD0287-18YGLGD,Gilded Vision Sunburst Diamond Pendant,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9160924266714,47575011557594,49680657514714,1,0
1,1,Finish Goods,46151,LJ-PD0280-14RGLGD,Round Diamond Bail Pendant,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8986201719002,46737442537690,48838742606042,1,0
1,1,Finish Goods,2232,LJ-R00189-14YGLGD-12,Radiant-Cut Solitaire Engagement Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8895804473562,46534683197658,48635160166618,1,0
1,1,Finish Goods,1840,LJ-R00211-14YGLGD-12,Pear Solitaire Bezel-Set Engagement Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,8887816323290,46523179729114,48623652307162,1,0
1,1,Finish Goods,53709,LJ-E00068-14RGLGD,Round-Cut Diamond Threader Earrings,4,JM Pune CoCo Store,101,Diamond Jewellery,8835551887578,46364437119194,48464632512730,1,0
1,1,Finish Goods,65998,LJ-E00454-14YGLGD,The Luminous Bloom Diamond Studs,4,JM Pune CoCo Store,101,Diamond Jewellery,9023980601562,46873212289242,48975594356954,1,0
1,5,Pune JM Road,65999,LJ-B00003-14YGLGD-2.2,Paradigm Halo Solitaire Cuff Bracelet,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9141294203098,47341996638426,49446428803290,1,0
1,1,Finish Goods,1743,LJ-R00174-14YGLGD-13,Round Solitaire Swirl Engagement Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8847892840666,46412596609242,48512895746266,1,0
1,6,SkyCity Borivali,7250,LJ-E00049-14YGLGD,Classic Oval-Cualo Stud Earrings Diamond Halo Stud Earrings,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8835550773466,46364431220954,48464626614490,1,0
1,1,Finish Goods,14205,LJ-R00202-14YGLGD-14,Stackable Pear- Cut Engagement Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8839800815834,46376888926426,48477074456794,1,0
1,1,Finish Goods,14287,LJ-R00204-14YGLGD-12,Stackable Round-Cut Solitaire Wedding Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,8847893725402,46412604244186,48512903381210,1,0
1,1,Finish Goods,7811,LJ-E00060-14YGLGD,Sparkling Diamond Drop Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8835551363290,46364434464986,48464629858522,1,0
1,1,Finish Goods,1813,LJ-R00211-14RGLGD-13,Pear Solitaire Bezel-Set Engagement Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8887816323290,46523180220634,48623652798682,1,0
1,1,Finish Goods,7811,LJ-E00060-14YGLGD,Sparkling Diamond Drop Earrings,4,JM Pune CoCo Store,101,Diamond Jewellery,8835551363290,46364434464986,48464629858522,1,0
1,1,Finish Goods,10262,LJ-E00186-14YGLGD,Petal Diamond Stud Earrings,4,JM Pune CoCo Store,101,Diamond Jewellery,8905531162842,46552449777882,48652848136410,1,0
1,1,Finish Goods,10262,LJ-E00186-14YGLGD,Petal Diamond Stud Earrings,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8905531162842,46552449777882,48652848136410,1,0
1,1,Finish Goods,2317,LJ-R00168-14YGLGD-13,Marquise and Emerald Toi et Moi Engagement Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,8857525387482,46446557528282,48546812297434,1,0
1,1,Finish Goods,40500,LJ-R00505-18WGLGD-13,Round Diamond Anniversary Band,4,JM Pune CoCo Store,101,Diamond Jewellery,8905531195610,46552452530394,48652850888922,1,0
1,1,Finish Goods,1744,LJ-R00174-14YGLGD-14,Round Solitaire Swirl Engagement Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,8847892840666,46412596642010,48512895779034,1,0
1,1,Finish Goods,1744,LJ-R00174-14YGLGD-14,Round Solitaire Swirl Engagement Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,8847892840666,46412596642010,48512895779034,1,0
1,1,Finish Goods,60135,LJ-R00749-14YGLGD-12,Teardrop Halo Solitaire Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9141076164826,47340847431898,49445275566298,1,0
1,1,Finish Goods,60135,LJ-R00749-14YGLGD-12,Teardrop Halo Solitaire Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9141076164826,47340847431898,49445275566298,1,0
1,1,Finish Goods,60303,LJ-R00751-14YGLGD-12,Cushion-Cut Halo Solitaire Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9141128200410,47340925386970,49445353455834,1,0
1,1,Finish Goods,59071,LJ-R00752-14RGLGD-14,Zenith Round Solitaire Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9142544498906,47349228732634,49453729906906,1,0
1,1,Finish Goods,59155,LJ-R00753-14RGLGD-14,Hobnail Emerald Solitaire Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9141688336602,47343781216474,49448221540570,1,0
1,1,Finish Goods,59155,LJ-R00753-14RGLGD-14,Hobnail Emerald Solitaire Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9141688336602,47343781216474,49448221540570,1,0
1,1,Finish Goods,59225,LJ-R00754-14YGLGD-14,Filament Asscher Cut Solitaire Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9148037497050,47532472860890,49637410537690,1,0
1,1,Finish Goods,59309,LJ-PR0321-14YGLGD-14,Cathedral Halo Marquise Bypass Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9154972352730,47559907573978,49665306558682,1,0
1,1,Finish Goods,59309,LJ-PR0321-14YGLGD-14,Cathedral Halo Marquise Bypass Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9154972352730,47559907573978,49665306558682,1,0
1,1,Finish Goods,59393,LJ-PR0323-14YGLGD-14,Clover Link Diamond Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9154989064410,47560003911898,49665408991450,1,0
1,1,Finish Goods,59393,LJ-PR0323-14YGLGD-14,Clover Link Diamond Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9154989064410,47560003911898,49665408991450,1,0
1,1,Finish Goods,56891,LJ-R00759-14YGLGD-12,Apex Wrap Diamond Bypass Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9141702295770,47343853797594,49448294121690,1,0
1,1,Finish Goods,56891,LJ-R00759-14YGLGD-12,Apex Wrap Diamond Bypass Ring,1,Divinecarat Lifestyles Private Limited,101,Diamond Jewellery,9141702295770,47343853797594,49448294121690,1,0
1,1,Finish Goods,60557,LJ-R00760-14YGLGD-14,Marquise Paradox Diamond Bypass Ring,2,Chembur Mumbai CoCo Store,101,Diamond Jewellery,9147205877978,47529674735834,49634383102170,1,0
1,1,Finish Goods,60557,LJ-R00760-14YGLGD-14,Marquise Paradox Diamond Bypass Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9147205877978,47529674735834,49634383102170,1,0
1,1,Finish Goods,60649,LJ-R00761-14YGLGD-14,Paradigm Teardrop Diamond Vanki Ring,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,9141186461914,47341019693274,49445448712410,1,0
1,1,Finish Goods,60649,LJ-R00761-14YGLGD-14,Paradigm Teardrop Diamond Vanki Ring,4,JM Pune CoCo Store,101,Diamond Jewellery,9141186461914,47341019693274,49445448712410,1,0
1,1,Finish Goods,54136,LJ-PD0322-14YGLGD,Venetian Clover Diamond Chain Pendant,5,Sky City Borivali CoCo Store,101,Diamond Jewellery,,,,1,0
